CellType	DiseaseTissue	Ident1	Ident2	Gene	Log2FC	pval	padj	stat
Goblet	UC_R	I	NI	AC073050.1	-1.536	0.2585	0.848	-1.13
Goblet	UC_R	I	NI	STK39	-0.2003	0.6546	0.9861	-0.4474
Goblet	UC_R	I	NI	CERS6	-0.9232	0.00114	0.05893	-3.254
Goblet	UC_R	I	NI	NOSTRIN	-0.1302	0.7734	0.9209	-0.288
Goblet	UC_R	I	NI	SPC25	-0.8714	0.4244	1	-0.7988
Goblet	UC_R	I	NI	ABCB11	0.5348	0.4348	0.8936	0.7809
Goblet	UC_R	I	NI	DHRS9	0.5016	0.1082	0.5766	1.606
Goblet	UC_R	I	NI	FASTKD1	-0.905	0.1119	1	-1.59
Goblet	UC_R	I	NI	PPIG	0.03157	0.9334	1	0.08363
Goblet	UC_R	I	NI	CCDC173	-1.847	0.2694	1	-1.104
Goblet	UC_R	I	NI	KLHL23	-0.688	0.2264	0.7749	-1.21
Goblet	UC_R	I	NI	UBR3	-0.07872	0.7943	0.9264	-0.2607
Goblet	UC_R	I	NI	AC007405.1	2.722	0.01893	0.8896	2.347
Goblet	UC_R	I	NI	GORASP2	0.06268	0.8766	1	0.1552
Goblet	UC_R	I	NI	TLK1	0.342	0.2569	0.7157	1.134
Goblet	UC_R	I	NI	DYNC1I2	0.07082	0.8293	1	0.2155
Goblet	UC_R	I	NI	SLC25A12	-0.721	0.3985	1	-0.8444
Goblet	UC_R	I	NI	HAT1	-0.6148	0.3231	1	-0.988
Goblet	UC_R	I	NI	ITGA6	0.209	0.5929	0.8896	0.5347
Goblet	UC_R	I	NI	AC078883.1	0.3361	0.6622	1	0.4369
Goblet	UC_R	I	NI	PDK1	2.025	0.003737	0.3728	2.9
Goblet	UC_R	I	NI	MAP3K20	0.003509	0.9971	1	0.003606
Goblet	UC_R	I	NI	SP3	0.207	0.5503	0.892	0.5973
Goblet	UC_R	I	NI	OLA1	-0.6051	0.2573	0.8428	-1.133
Goblet	UC_R	I	NI	CIR1	0.3383	0.4188	0.8281	0.8085
Goblet	UC_R	I	NI	ATF2	0.08027	0.8468	1	0.1932
Goblet	UC_R	I	NI	ATP5MC3	-2.074	0.0449	1	-2.006
Goblet	UC_R	I	NI	LNPK	-0.9418	0.08176	0.574	-1.741
Goblet	UC_R	I	NI	HOXD10	0.2656	0.6887	1	0.4007
Goblet	UC_R	I	NI	MTX2	-0.05479	0.9066	1	-0.1174
Goblet	UC_R	I	NI	HNRNPA3	-0.2637	0.5732	1	-0.5633
Goblet	UC_R	I	NI	NFE2L2	-0.7024	0.09554	0.5981	-1.667
Goblet	UC_R	I	NI	AGPS	-0.2423	0.4761	0.8428	-0.7127
Goblet	UC_R	I	NI	PDE11A	1.499	0.04203	0.4315	2.033
Goblet	UC_R	I	NI	PRKRA	-1.859	0.1004	1	-1.643
Goblet	UC_R	I	NI	PLEKHA3	-0.5101	0.4294	1	-0.7903
Goblet	UC_R	I	NI	TTN-AS1	-0.7375	0.3428	1	-0.9487
Goblet	UC_R	I	NI	SESTD1	0.1555	0.7542	0.9411	0.3131
Goblet	UC_R	I	NI	CWC22	-0.5929	0.2389	0.8357	-1.178
Goblet	UC_R	I	NI	UBE2E3	-0.7547	0.09579	0.5507	-1.666
Goblet	UC_R	I	NI	ITPRID2	0.533	0.2376	0.7409	1.181
Goblet	UC_R	I	NI	PDE1A	0.005352	0.995	1	0.006307
Goblet	UC_R	I	NI	DNAJC10	0.4139	0.372	0.7749	0.8927
Goblet	UC_R	I	NI	NCKAP1	-0.01052	0.972	1	-0.03516
Goblet	UC_R	I	NI	FSIP2-AS1	-0.1599	0.8459	1	-0.1943
Goblet	UC_R	I	NI	FSIP2	0.1758	0.5962	0.8796	0.5299
Goblet	UC_R	I	NI	LINC01473	-0.01299	0.9763	1	-0.02968
Goblet	UC_R	I	NI	ZC3H15	-0.004122	0.9939	1	-0.007648
Goblet	UC_R	I	NI	ITGAV	1.43	0.001526	0.06765	3.17
Goblet	UC_R	I	NI	AC017101.1	-0.2687	0.7711	1	-0.291
Goblet	UC_R	I	NI	GULP1	-0.5979	0.5251	0.8833	-0.6355
Goblet	UC_R	I	NI	WDR75	0.2557	0.7909	1	0.2651
Goblet	UC_R	I	NI	SLC40A1	0.4978	0.3929	0.926	0.8543
Goblet	UC_R	I	NI	ANKAR	-0.4956	0.2851	0.8649	-1.069
Goblet	UC_R	I	NI	ORMDL1	-0.5876	0.2721	1	-1.098
Goblet	UC_R	I	NI	PMS1	-0.4799	0.5818	1	-0.5507
Goblet	UC_R	I	NI	C2orf88	-0.4503	0.4617	1	-0.7361
Goblet	UC_R	I	NI	HIBCH	-0.2307	0.6168	1	-0.5004
Goblet	UC_R	I	NI	INPP1	0.4571	0.5308	1	0.6268
Goblet	UC_R	I	NI	MFSD6	-0.4768	0.1054	0.5496	-1.619
Goblet	UC_R	I	NI	NAB1	0.3535	0.5455	1	0.6046
Goblet	UC_R	I	NI	GLS	1.74	0.001792	0.0668	3.123
Goblet	UC_R	I	NI	STAT1	1.233	0.06206	0.4315	1.866
Goblet	UC_R	I	NI	MYO1B	1.35	0.002167	0.1062	3.066
Goblet	UC_R	I	NI	NABP1	1.42	0.04385	0.5004	2.016
Goblet	UC_R	I	NI	SLC39A10	0.5438	0.5718	1	0.5654
Goblet	UC_R	I	NI	DNAH7	-0.4017	0.4858	0.9783	-0.697
Goblet	UC_R	I	NI	STK17B	-0.1639	0.7048	0.8919	-0.3789
Goblet	UC_R	I	NI	GTF3C3	0.1636	0.8337	1	0.21
Goblet	UC_R	I	NI	PGAP1	-0.2527	0.6669	1	-0.4304
Goblet	UC_R	I	NI	ANKRD44	-0.471	0.5555	0.9491	-0.5896
Goblet	UC_R	I	NI	SF3B1	0.2085	0.4842	0.8704	0.6996
Goblet	UC_R	I	NI	COQ10B	-0.1059	0.7993	1	-0.2542
Goblet	UC_R	I	NI	HSPD1	-1.06	0.2094	1	-1.255
Goblet	UC_R	I	NI	MOB4	0.3229	0.5048	0.9791	0.6669
Goblet	UC_R	I	NI	PLCL1	0.2287	0.7309	1	0.3439
Goblet	UC_R	I	NI	AC019330.1	-0.2456	0.7151	0.8936	-0.365
Goblet	UC_R	I	NI	AC020718.1	1.204	0.06477	0.574	1.847
Goblet	UC_R	I	NI	SATB2	-1.149	0.0005524	0.04063	-3.454
Goblet	UC_R	I	NI	SATB2-AS1	-1.065	0.1897	1	-1.311
Goblet	UC_R	I	NI	TYW5	0.01123	0.9888	1	0.014
Goblet	UC_R	I	NI	SPATS2L	0.7779	0.04731	0.4044	1.984
Goblet	UC_R	I	NI	AC012459.1	0.2946	0.5649	1	0.5756
Goblet	UC_R	I	NI	BZW1	-1.013	0.1453	1	-1.456
Goblet	UC_R	I	NI	CLK1	0.1705	0.6643	1	0.434
Goblet	UC_R	I	NI	ORC2	-0.3113	0.5194	0.9926	-0.6442
Goblet	UC_R	I	NI	FAM126B	0.04634	0.8955	1	0.1314
Goblet	UC_R	I	NI	CFLAR	0.7268	0.0221	0.2715	2.289
Goblet	UC_R	I	NI	CFLAR-AS1	1.585	0.1176	1	1.565
Goblet	UC_R	I	NI	CASP10	1.831	0.0001077	0.01481	3.873
Goblet	UC_R	I	NI	CASP8	1.905	0.0006918	0.05854	3.393
Goblet	UC_R	I	NI	TRAK2	-1.677	0.01696	0.2785	-2.388
Goblet	UC_R	I	NI	STRADB	-1.6	0.01277	0.6236	-2.49
Goblet	UC_R	I	NI	ALS2	0.06408	0.9098	1	0.1133
Goblet	UC_R	I	NI	SUMO1	0.02627	0.9665	1	0.04196
Goblet	UC_R	I	NI	NOP58	0.007832	0.9927	1	0.00921
Goblet	UC_R	I	NI	BMPR2	0.5071	0.08413	0.5011	1.727
Goblet	UC_R	I	NI	FAM117B	-1.609	0.0007414	0.06355	-3.374
Goblet	UC_R	I	NI	WDR12	0.7436	0.4738	1	0.7164
Goblet	UC_R	I	NI	CARF	-0.6545	0.4414	1	-0.7698
Goblet	UC_R	I	NI	NBEAL1	-0.2607	0.3421	0.8008	-0.9501
Goblet	UC_R	I	NI	CYP20A1	-0.001272	0.9976	1	-0.002984
Goblet	UC_R	I	NI	ABI2	0.3472	0.5752	1	0.5604
Goblet	UC_R	I	NI	RAPH1	1.002	0.008367	0.1658	2.637
Goblet	UC_R	I	NI	PARD3B	-0.176	0.6523	0.8948	-0.4506
Goblet	UC_R	I	NI	INO80D	0.11	0.7218	0.9036	0.356
Goblet	UC_R	I	NI	NDUFS1	-0.3508	0.5049	0.9791	-0.6668
Goblet	UC_R	I	NI	FASTKD2	-0.6097	0.4872	1	-0.6948
Goblet	UC_R	I	NI	KLF7	2.292	0.04019	0.855	2.052
Goblet	UC_R	I	NI	AC009226.1	2.207	0.001472	0.08609	3.18
Goblet	UC_R	I	NI	CREB1	0.1265	0.7127	0.8936	0.3682
Goblet	UC_R	I	NI	CCNYL1	0.8027	0.04878	0.4625	1.971
Goblet	UC_R	I	NI	FZD5	0.0598	0.9227	1	0.09704
Goblet	UC_R	I	NI	PLEKHM3	-0.8789	0.05351	0.5507	-1.931
Goblet	UC_R	I	NI	IDH1	-1.056	0.2305	1	-1.199
Goblet	UC_R	I	NI	PIKFYVE	-0.5629	0.2087	0.7948	-1.257
Goblet	UC_R	I	NI	KANSL1L	0.6366	0.1544	0.7536	1.424
Goblet	UC_R	I	NI	AC093865.1	-1.404	0.02834	0.7822	-2.193
Goblet	UC_R	I	NI	IKZF2	-0.4644	0.3131	0.8796	-1.009
Goblet	UC_R	I	NI	SPAG16	-0.3013	0.6785	1	-0.4145
Goblet	UC_R	I	NI	BARD1	0.8006	0.2001	1	1.281
Goblet	UC_R	I	NI	MREG	0.7747	0.3947	1	0.8511
Goblet	UC_R	I	NI	XRCC5	0.3397	0.2257	0.7306	1.212
Goblet	UC_R	I	NI	SMARCAL1	-0.4068	0.6352	1	-0.4744
Goblet	UC_R	I	NI	RPL37A	-1.435	0.1815	1	-1.336
Goblet	UC_R	I	NI	DIRC3	1.52	0.236	0.8288	1.185
Goblet	UC_R	I	NI	ARPC2	0.213	0.52	0.8806	0.6433
Goblet	UC_R	I	NI	AAMP	-0.976	0.3959	1	-0.8489
Goblet	UC_R	I	NI	TMBIM1	-0.8376	0.1298	1	-1.515
Goblet	UC_R	I	NI	CTDSP1	0.782	0.1429	1	1.465
Goblet	UC_R	I	NI	VIL1	-0.6233	0.2094	0.8029	-1.255
Goblet	UC_R	I	NI	USP37	0.5248	0.3926	1	0.855
Goblet	UC_R	I	NI	CNOT9	0.3409	0.5904	1	0.5383
Goblet	UC_R	I	NI	NHEJ1	-0.04096	0.9365	1	-0.07967
Goblet	UC_R	I	NI	ZFAND2B	-0.2137	0.813	1	-0.2365
Goblet	UC_R	I	NI	ANKZF1	0.7828	0.3689	1	0.8986
Goblet	UC_R	I	NI	DNPEP	1.036	0.148	1	1.447
Goblet	UC_R	I	NI	AC053503.2	1.898	0.158	1	1.412
Goblet	UC_R	I	NI	GMPPA	0.7978	0.3781	1	0.8814
Goblet	UC_R	I	NI	EPHA4	-0.04015	0.9177	0.9495	-0.1033
Goblet	UC_R	I	NI	SGPP2	-0.1058	0.7756	0.9322	-0.285
Goblet	UC_R	I	NI	ACSL3	0.3593	0.3638	0.7806	0.9082
Goblet	UC_R	I	NI	AP1S3	0.7566	0.2652	1	1.114
Goblet	UC_R	I	NI	WDFY1	0.1496	0.7121	1	0.3691
Goblet	UC_R	I	NI	SERPINE2	0.3743	0.6288	1	0.4835
Goblet	UC_R	I	NI	CUL3	0.3088	0.2069	0.6813	1.262
Goblet	UC_R	I	NI	DOCK10	-0.9757	0.4128	0.8882	-0.819
Goblet	UC_R	I	NI	IRS1	-0.9575	0.2052	0.7622	-1.267
Goblet	UC_R	I	NI	RHBDD1	0.8168	0.03993	0.3399	2.054
Goblet	UC_R	I	NI	MFF	-0.2988	0.5426	1	-0.6089
Goblet	UC_R	I	NI	AGFG1	0.2445	0.4469	0.8281	0.7606
Goblet	UC_R	I	NI	PID1	0.1897	0.7554	0.9595	0.3115
Goblet	UC_R	I	NI	TRIP12	0.2363	0.3492	0.7853	0.9362
Goblet	UC_R	I	NI	SLC16A14	3.084	0.09807	0.9765	1.654
Goblet	UC_R	I	NI	SP110	0.7645	0.1652	0.769	1.388
Goblet	UC_R	I	NI	SP140L	1.222	0.005677	0.1311	2.766
Goblet	UC_R	I	NI	SP100	0.2632	0.4249	0.8446	0.798
Goblet	UC_R	I	NI	CAB39	-0.4484	0.05524	0.3858	-1.917
Goblet	UC_R	I	NI	ITM2C	-1.192	0.08789	0.6285	-1.707
Goblet	UC_R	I	NI	PSMD1	0.03893	0.9213	0.9499	0.09881
Goblet	UC_R	I	NI	ARMC9	-0.184	0.8173	1	-0.231
Goblet	UC_R	I	NI	NCL	-1.221	0.1611	1	-1.401
Goblet	UC_R	I	NI	PTMA	-1.957	0.0008783	0.06763	-3.327
Goblet	UC_R	I	NI	PDE6D	0.8436	0.25	1	1.15
Goblet	UC_R	I	NI	DIS3L2	-0.782	0.1136	0.5574	-1.582
Goblet	UC_R	I	NI	EIF4E2	0.1991	0.7349	1	0.3387
Goblet	UC_R	I	NI	GIGYF2	0.2036	0.534	0.8732	0.6219
Goblet	UC_R	I	NI	NGEF	0.04636	0.9229	1	0.09676
Goblet	UC_R	I	NI	ATG16L1	0.09931	0.9089	1	0.1144
Goblet	UC_R	I	NI	DGKD	-0.9821	0.07541	0.5992	-1.778
Goblet	UC_R	I	NI	USP40	-0.07438	0.8654	1	-0.1695
Goblet	UC_R	I	NI	AGAP1	-0.03835	0.8321	0.9264	-0.2121
Goblet	UC_R	I	NI	MLPH	0.5613	0.03411	0.3214	2.119
Goblet	UC_R	I	NI	RAB17	-0.2316	0.7633	1	-0.3011
Goblet	UC_R	I	NI	LRRFIP1	-0.06322	0.7999	0.954	-0.2535
Goblet	UC_R	I	NI	UBE2F	0.6392	0.1929	0.7504	1.302
Goblet	UC_R	I	NI	ILKAP	0.3629	0.4752	0.9123	0.714
Goblet	UC_R	I	NI	PER2	-1.147	0.05448	0.5532	-1.923
Goblet	UC_R	I	NI	TRAF3IP1	0.4334	0.5594	1	0.5838
Goblet	UC_R	I	NI	HDAC4	-0.5244	0.3442	0.8936	-0.946
Goblet	UC_R	I	NI	NDUFA10	-0.4967	0.4807	1	-0.7052
Goblet	UC_R	I	NI	GPC1	-1.874	0.0579	1	-1.896
Goblet	UC_R	I	NI	ANKMY1	-0.3426	0.5581	1	-0.5856
Goblet	UC_R	I	NI	RNPEPL1	-0.8982	0.2766	1	-1.088
Goblet	UC_R	I	NI	GPR35	-0.1153	0.8729	1	-0.1599
Goblet	UC_R	I	NI	SNED1	1.102	0.07157	0.9018	1.802
Goblet	UC_R	I	NI	MTERF4	-0.1284	0.814	1	-0.2352
Goblet	UC_R	I	NI	PPP1R7	0.2578	0.6936	1	0.394
Goblet	UC_R	I	NI	ANO7	0.6135	0.2822	0.7622	1.075
Goblet	UC_R	I	NI	HDLBP	0.1812	0.5335	0.8732	0.6226
Goblet	UC_R	I	NI	SEPTIN2	-0.58	0.1366	0.7306	-1.488
Goblet	UC_R	I	NI	FARP2	0.1581	0.5293	0.8481	0.6291
Goblet	UC_R	I	NI	STK25	-0.3304	0.6487	1	-0.4556
Goblet	UC_R	I	NI	THAP4	0.6096	0.4517	1	0.7525
Goblet	UC_R	I	NI	ATG4B	-0.06306	0.8988	1	-0.1272
Goblet	UC_R	I	NI	ING5	-0.6297	0.3552	1	-0.9246
Goblet	UC_R	I	NI	D2HGDH	-0.4739	0.4966	1	-0.6799
Goblet	UC_R	I	NI	LINC01237	-0.2456	0.7702	1	-0.2921
Goblet	UC_R	I	NI	LINC01238	-0.02566	0.9835	1	-0.02071
Goblet	UC_R	I	NI	TRNT1	0.1181	0.8453	1	0.1951
Goblet	UC_R	I	NI	CRBN	0.4296	0.4287	0.9482	0.7915
Goblet	UC_R	I	NI	AC034195.1	-0.4928	0.5139	1	-0.6527
Goblet	UC_R	I	NI	SUMF1	-0.1634	0.6941	0.8948	-0.3933
Goblet	UC_R	I	NI	BHLHE40	1.359	0.1074	1	1.61
Goblet	UC_R	I	NI	ARL8B	-0.132	0.7451	1	-0.3251
Goblet	UC_R	I	NI	EDEM1	-0.2503	0.5825	1	-0.5498
Goblet	UC_R	I	NI	RAD18	0.1404	0.8098	1	0.2407
Goblet	UC_R	I	NI	THUMPD3-AS1	-0.08175	0.8355	0.9853	-0.2076
Goblet	UC_R	I	NI	SETD5	0.06428	0.7917	0.972	0.2641
Goblet	UC_R	I	NI	MTMR14	0.3552	0.5832	1	0.5487
Goblet	UC_R	I	NI	TADA3	0.9219	0.2513	1	1.147
Goblet	UC_R	I	NI	ARPC4	0.2174	0.7356	1	0.3377
Goblet	UC_R	I	NI	TTLL3	0.2472	0.7281	1	0.3477
Goblet	UC_R	I	NI	IL17RE	-0.0325	0.9501	1	-0.06264
Goblet	UC_R	I	NI	IL17RC	-0.3337	0.6925	1	-0.3955
Goblet	UC_R	I	NI	EMC3	0.1854	0.8086	1	0.2422
Goblet	UC_R	I	NI	BRK1	0.4625	0.6395	1	0.4684
Goblet	UC_R	I	NI	VHL	-0.3326	0.6716	1	-0.4239
Goblet	UC_R	I	NI	IRAK2	0.411	0.598	1	0.5273
Goblet	UC_R	I	NI	TATDN2	1.823	0.09559	1	1.667
Goblet	UC_R	I	NI	SEC13	-0.2774	0.5977	1	-0.5277
Goblet	UC_R	I	NI	HRH1	0.08074	0.8817	1	0.1489
Goblet	UC_R	I	NI	AC083855.2	1.506	0.08602	1	1.717
Goblet	UC_R	I	NI	ATG7	0.2574	0.4283	0.8168	0.7921
Goblet	UC_R	I	NI	VGLL4	-0.03602	0.932	0.9926	-0.08533
Goblet	UC_R	I	NI	TAMM41	-0.5018	0.4527	1	-0.7509
Goblet	UC_R	I	NI	PPARG	-0.5507	0.08502	0.5026	-1.722
Goblet	UC_R	I	NI	TSEN2	-0.7145	0.3261	0.8896	-0.9819
Goblet	UC_R	I	NI	RAF1	-0.179	0.5648	0.8732	-0.5757
Goblet	UC_R	I	NI	RPL32	-3.321	0.03498	0.8281	-2.109
Goblet	UC_R	I	NI	XPC	0.4365	0.534	1	0.6219
Goblet	UC_R	I	NI	SLC6A6	4.385	0.0009179	0.3098	3.315
Goblet	UC_R	I	NI	CCDC174	-0.07363	0.9081	1	-0.1154
Goblet	UC_R	I	NI	FGD5-AS1	0.1412	0.8149	1	0.2341
Goblet	UC_R	I	NI	NR2C2	0.297	0.4179	0.7888	0.81
Goblet	UC_R	I	NI	RBSN	-0.1379	0.8563	1	-0.1811
Goblet	UC_R	I	NI	CAPN7	0.2926	0.5067	0.9799	0.664
Goblet	UC_R	I	NI	SH3BP5-AS1	0.7679	0.4095	1	0.8248
Goblet	UC_R	I	NI	METTL6	0.2342	0.6964	1	0.3901
Goblet	UC_R	I	NI	BTD	-0.9427	0.2006	1	-1.28
Goblet	UC_R	I	NI	ANKRD28	-0.5168	0.07665	0.4784	-1.77
Goblet	UC_R	I	NI	OXNAD1	0.2499	0.6642	0.9926	0.4341
Goblet	UC_R	I	NI	PLCL2	-0.3264	0.3395	0.7626	-0.9551
Goblet	UC_R	I	NI	TBC1D5	-0.4441	0.1312	0.5748	-1.509
Goblet	UC_R	I	NI	SATB1	0.3804	0.5888	1	0.5406
Goblet	UC_R	I	NI	KCNH8	-0.355	0.6328	0.9791	-0.4777
Goblet	UC_R	I	NI	AC061958.1	1.23	0.5568	1	0.5876
Goblet	UC_R	I	NI	RAB5A	0.9874	0.004123	0.1002	2.869
Goblet	UC_R	I	NI	KAT2B	0.1199	0.8044	1	0.2476
Goblet	UC_R	I	NI	SGO1-AS1	0.7881	0.06369	0.4436	1.854
Goblet	UC_R	I	NI	UBE2E2	-1.988	0.00811	0.2156	-2.647
Goblet	UC_R	I	NI	UBE2E1	-0.3766	0.3279	0.7822	-0.9784
Goblet	UC_R	I	NI	NKIRAS1	0.4378	0.6739	1	0.4208
Goblet	UC_R	I	NI	NR1D2	0.6921	0.2401	0.7838	1.175
Goblet	UC_R	I	NI	THRB	0.1319	0.7329	0.8948	0.3413
Goblet	UC_R	I	NI	THRB-IT1	-0.2169	0.8027	1	-0.2498
Goblet	UC_R	I	NI	THRB-AS1	1.787	0.1373	1	1.486
Goblet	UC_R	I	NI	AC092422.1	1.467	0.7423	1	0.3288
Goblet	UC_R	I	NI	TOP2B	-0.5634	0.2757	0.8582	-1.09
Goblet	UC_R	I	NI	NGLY1	-0.4408	0.3661	0.8658	-0.9037
Goblet	UC_R	I	NI	SLC4A7	0.005105	0.9962	1	0.004726
Goblet	UC_R	I	NI	CMC1	0.1075	0.763	0.9314	0.3016
Goblet	UC_R	I	NI	AZI2	0.4453	0.3339	1	0.9662
Goblet	UC_R	I	NI	ZCWPW2	0.07138	0.9074	1	0.1163
Goblet	UC_R	I	NI	TGFBR2	-0.5089	0.3317	0.8896	-0.9707
Goblet	UC_R	I	NI	STT3B	-0.8372	0.09784	0.6627	-1.655
Goblet	UC_R	I	NI	OSBPL10	0.7381	0.312	1	1.011
Goblet	UC_R	I	NI	GPD1L	0.1364	0.7982	1	0.2557
Goblet	UC_R	I	NI	CMTM8	-0.8673	0.04165	0.3518	-2.037
Goblet	UC_R	I	NI	CMTM6	-0.403	0.4827	1	-0.7019
Goblet	UC_R	I	NI	DYNC1LI1	-0.08778	0.8796	1	-0.1515
Goblet	UC_R	I	NI	CNOT10	-0.5703	0.2365	0.8281	-1.184
Goblet	UC_R	I	NI	GLB1	-0.1069	0.8722	1	-0.1608
Goblet	UC_R	I	NI	UBP1	-0.7136	0.194	0.7853	-1.299
Goblet	UC_R	I	NI	CLASP2	-0.463	0.2662	0.7639	-1.112
Goblet	UC_R	I	NI	AC112220.2	-0.6244	0.4789	1	-0.7081
Goblet	UC_R	I	NI	PDCD6IP	-0.1429	0.6113	0.8947	-0.5082
Goblet	UC_R	I	NI	LINC02033	-0.07927	0.9529	1	-0.05904
Goblet	UC_R	I	NI	TRANK1	0.6912	0.09456	0.5621	1.672
Goblet	UC_R	I	NI	EPM2AIP1	0.4282	0.6152	1	0.5027
Goblet	UC_R	I	NI	MLH1	0.3289	0.6771	1	0.4164
Goblet	UC_R	I	NI	LRRFIP2	0.8745	0.006108	0.1257	2.742
Goblet	UC_R	I	NI	GOLGA4	-0.02033	0.9309	0.9786	-0.08666
Goblet	UC_R	I	NI	C3orf35	-0.07905	0.9276	1	-0.09091
Goblet	UC_R	I	NI	CTDSPL	-0.7935	0.3743	1	-0.8885
Goblet	UC_R	I	NI	VILL	-0.1681	0.7396	1	-0.3324
Goblet	UC_R	I	NI	PLCD1	-2.317	0.01144	0.7928	-2.529
Goblet	UC_R	I	NI	ACAA1	-1.094	0.2331	1	-1.192
Goblet	UC_R	I	NI	OXSR1	-0.269	0.5157	0.8403	-0.65
Goblet	UC_R	I	NI	XYLB	-0.5371	0.4261	1	-0.7958
Goblet	UC_R	I	NI	WDR48	0.4301	0.3891	0.8764	0.8612
Goblet	UC_R	I	NI	GORASP1	-0.1596	0.858	1	-0.1789
Goblet	UC_R	I	NI	TTC21A	0.509	0.5675	1	0.5718
Goblet	UC_R	I	NI	RPSA	-0.3052	0.7034	1	-0.3808
Goblet	UC_R	I	NI	MYRIP	-0.2294	0.6118	0.9123	-0.5075
Goblet	UC_R	I	NI	EIF1B-AS1	-0.7188	0.2352	1	-1.187
Goblet	UC_R	I	NI	ENTPD3-AS1	0.6049	0.4713	1	0.7204
Goblet	UC_R	I	NI	RPL14	-1.136	0.2298	1	-1.201
Goblet	UC_R	I	NI	ZNF621	0.2868	0.7306	1	0.3443
Goblet	UC_R	I	NI	CTNNB1	0.1061	0.7644	0.9069	0.2997
Goblet	UC_R	I	NI	ULK4	-0.1863	0.738	1	-0.3345
Goblet	UC_R	I	NI	TRAK1	-0.1505	0.5796	0.8892	-0.554
Goblet	UC_R	I	NI	VIPR1	-0.4648	0.2769	0.769	-1.087
Goblet	UC_R	I	NI	NKTR	0.09779	0.7469	0.9015	0.3227
Goblet	UC_R	I	NI	CCDC13	1.681	0.1024	1	1.633
Goblet	UC_R	I	NI	HIGD1A	-0.1742	0.8418	1	-0.1996
Goblet	UC_R	I	NI	ACKR2	0.1683	0.8712	1	0.1622
Goblet	UC_R	I	NI	SNRK	1.166	0.01053	0.1677	2.558
Goblet	UC_R	I	NI	ANO10	-0.4207	0.2617	0.7622	-1.122
Goblet	UC_R	I	NI	ABHD5	-0.9104	0.08441	0.6285	-1.726
Goblet	UC_R	I	NI	TCAIM	0.168	0.7898	1	0.2666
Goblet	UC_R	I	NI	ZNF197	0.2963	0.6949	1	0.3922
Goblet	UC_R	I	NI	ZDHHC3	-0.3715	0.3355	0.8896	-0.9631
Goblet	UC_R	I	NI	CDCP1	1.012	0.00359	0.09479	2.912
Goblet	UC_R	I	NI	LARS2	-0.03801	0.949	1	-0.06401
Goblet	UC_R	I	NI	LIMD1	-0.1154	0.7883	1	-0.2686
Goblet	UC_R	I	NI	SACM1L	-0.1282	0.77	1	-0.2924
Goblet	UC_R	I	NI	FYCO1	0.3301	0.443	0.9521	0.7672
Goblet	UC_R	I	NI	CCR5AS	1.477	0.01838	0.7622	2.358
Goblet	UC_R	I	NI	ALS2CL	-0.6084	0.4843	1	-0.6995
Goblet	UC_R	I	NI	CCDC12	-0.5042	0.3865	1	-0.866
Goblet	UC_R	I	NI	SETD2	-0.1373	0.5992	0.908	-0.5255
Goblet	UC_R	I	NI	KLHL18	-1.339	0.07574	1	-1.776
Goblet	UC_R	I	NI	PTPN23	0.7142	0.4791	1	0.7077
Goblet	UC_R	I	NI	SCAP	-1.593	0.008993	0.5728	-2.612
Goblet	UC_R	I	NI	SMARCC1	-0.7636	0.05195	0.4222	-1.944
Goblet	UC_R	I	NI	MAP4	-0.02138	0.96	0.9568	-0.05015
Goblet	UC_R	I	NI	PLXNB1	-0.3294	0.7356	1	-0.3377
Goblet	UC_R	I	NI	SHISA5	-1.032	0.2961	1	-1.045
Goblet	UC_R	I	NI	PFKFB4	-0.8593	0.1651	0.766	-1.388
Goblet	UC_R	I	NI	UQCRC1	-1.566	0.1236	1	-1.54
Goblet	UC_R	I	NI	SLC26A6	0.8524	0.1778	1	1.347
Goblet	UC_R	I	NI	IP6K2	-1.043	0.006263	0.128	-2.734
Goblet	UC_R	I	NI	PRKAR2A	-0.3622	0.5014	0.9791	-0.6722
Goblet	UC_R	I	NI	ARIH2	-0.09721	0.801	1	-0.2521
Goblet	UC_R	I	NI	WDR6	-1.655	0.08476	1	-1.724
Goblet	UC_R	I	NI	QRICH1	0.3263	0.4959	0.9824	0.681
Goblet	UC_R	I	NI	C3orf62	-2.718	0.01578	0.8534	-2.414
Goblet	UC_R	I	NI	USP4	0.407	0.3188	0.8868	0.9969
Goblet	UC_R	I	NI	RHOA	-0.2045	0.5981	0.9634	-0.5272
Goblet	UC_R	I	NI	DAG1	0.3134	0.6365	1	0.4726
Goblet	UC_R	I	NI	IP6K1	0.4149	0.3104	0.8796	1.014
Goblet	UC_R	I	NI	MST1R	0.1561	0.7332	1	0.3408
Goblet	UC_R	I	NI	RBM6	0.1794	0.5386	0.8428	0.615
Goblet	UC_R	I	NI	RBM5	0.2592	0.449	0.8167	0.757
Goblet	UC_R	I	NI	SEMA3B	0.6387	0.4653	1	0.7301
Goblet	UC_R	I	NI	DCAF1	-0.2518	0.6559	1	-0.4455
Goblet	UC_R	I	NI	RAD54L2	0.06377	0.8993	1	0.1265
Goblet	UC_R	I	NI	RPL29	-0.7791	0.5371	1	-0.6172
Goblet	UC_R	I	NI	ALAS1	-0.609	0.4929	1	-0.6856
Goblet	UC_R	I	NI	WDR82	0.1585	0.7802	1	0.2791
