CellType	DiseaseTissue	Ident1	Ident2	Gene	Log2FC	pval	padj	stat
CD4_T_cell	UC_R	I	NI	AL365361.1	-0.8736	0.1149	0.9613	-1.577
CD4_T_cell	UC_R	I	NI	CD53	-0.3245	0.2303	0.6642	-1.2
CD4_T_cell	UC_R	I	NI	LRIF1	-0.1513	0.7327	1	-0.3416
CD4_T_cell	UC_R	I	NI	DRAM2	0.4288	0.2114	1	1.25
CD4_T_cell	UC_R	I	NI	CEPT1	-0.2449	0.3921	1	-0.8559
CD4_T_cell	UC_R	I	NI	AL355816.2	-0.2759	0.5416	1	-0.6105
CD4_T_cell	UC_R	I	NI	DENND2D	-0.02622	0.9083	0.8451	-0.1152
CD4_T_cell	UC_R	I	NI	ATP5PB	-0.4921	0.2765	0.9403	-1.088
CD4_T_cell	UC_R	I	NI	RAP1A	0.1962	0.246	0.662	1.16
CD4_T_cell	UC_R	I	NI	INKA2	0.06171	0.9218	1	0.0981
CD4_T_cell	UC_R	I	NI	ST7L	0.1867	0.5717	1	0.5655
CD4_T_cell	UC_R	I	NI	CAPZA1	-0.05436	0.8058	0.8258	-0.2459
CD4_T_cell	UC_R	I	NI	SLC16A1-AS1	0.7516	0.01034	0.6865	2.564
CD4_T_cell	UC_R	I	NI	LRIG2	0.01713	0.9479	1	0.06534
CD4_T_cell	UC_R	I	NI	MAGI3	-1.355	0.1917	1	-1.305
CD4_T_cell	UC_R	I	NI	PHTF1	-0.1074	0.7527	1	-0.3151
CD4_T_cell	UC_R	I	NI	RSBN1	-0.1891	0.349	0.8151	-0.9364
CD4_T_cell	UC_R	I	NI	AL137856.1	0.1778	0.7525	1	0.3153
CD4_T_cell	UC_R	I	NI	PTPN22	0.9186	0.02304	0.2702	2.273
CD4_T_cell	UC_R	I	NI	HIPK1	-0.1641	0.5973	1	-0.5283
CD4_T_cell	UC_R	I	NI	TRIM33	-0.03612	0.8519	0.8328	-0.1867
CD4_T_cell	UC_R	I	NI	CSDE1	-0.1524	0.4893	0.8006	-0.6914
CD4_T_cell	UC_R	I	NI	SIKE1	-0.2307	0.6304	1	-0.4811
CD4_T_cell	UC_R	I	NI	ATP1A1	-0.8821	0.06404	0.6125	-1.852
CD4_T_cell	UC_R	I	NI	ATP1A1-AS1	-0.3103	0.4532	1	-0.7501
CD4_T_cell	UC_R	I	NI	CD58	1.196	7.357e-05	0.05845	3.964
CD4_T_cell	UC_R	I	NI	CD2	0.1478	0.4418	0.7768	0.7691
CD4_T_cell	UC_R	I	NI	TTF2	0.3607	0.4132	1	0.8182
CD4_T_cell	UC_R	I	NI	MAN1A2	0.04154	0.8175	0.8266	0.2308
CD4_T_cell	UC_R	I	NI	TENT5C	0.3606	0.5493	1	0.5988
CD4_T_cell	UC_R	I	NI	GDAP2	0.5846	0.08262	0.6214	1.736
CD4_T_cell	UC_R	I	NI	WDR3	-0.2177	0.6693	1	-0.4272
CD4_T_cell	UC_R	I	NI	WARS2	0.8201	0.02325	0.5891	2.269
CD4_T_cell	UC_R	I	NI	WARS2-AS1	-0.2113	0.5834	0.9033	-0.5484
CD4_T_cell	UC_R	I	NI	NOTCH2	-0.1851	0.5525	1	-0.594
CD4_T_cell	UC_R	I	NI	SEC22B	0.1541	0.6451	1	0.4606
CD4_T_cell	UC_R	I	NI	LINC00623	-0.1429	0.7403	1	-0.3315
CD4_T_cell	UC_R	I	NI	SRGAP2C	0.000859	0.9982	1	0.002237
CD4_T_cell	UC_R	I	NI	NBPF15	0.0635	0.8566	1	0.1808
CD4_T_cell	UC_R	I	NI	SRGAP2B	0.6991	0.174	0.7997	1.359
CD4_T_cell	UC_R	I	NI	GPR89A	0.4372	0.344	0.9255	0.9463
CD4_T_cell	UC_R	I	NI	RNF115	0.1049	0.6748	0.8857	0.4196
CD4_T_cell	UC_R	I	NI	POLR3C	1.114	0.01283	0.3525	2.488
CD4_T_cell	UC_R	I	NI	RBM8A	-0.5192	0.2747	1	-1.092
CD4_T_cell	UC_R	I	NI	LIX1L	-0.9289	0.07188	0.6791	-1.8
CD4_T_cell	UC_R	I	NI	POLR3GL	0.03215	0.9504	1	0.06217
CD4_T_cell	UC_R	I	NI	TXNIP	-1.353	0.00746	0.1449	-2.676
CD4_T_cell	UC_R	I	NI	NBPF12	-0.1438	0.6974	1	-0.3888
CD4_T_cell	UC_R	I	NI	AC242426.2	-0.1087	0.8174	1	-0.2309
CD4_T_cell	UC_R	I	NI	ACP6	0.7665	0.1816	0.7826	1.336
CD4_T_cell	UC_R	I	NI	GPR89B	-0.1603	0.6857	1	-0.4047
CD4_T_cell	UC_R	I	NI	NBPF11	-0.7203	0.09276	0.6865	-1.681
CD4_T_cell	UC_R	I	NI	LINC01138	-0.4761	0.06163	0.5734	-1.869
CD4_T_cell	UC_R	I	NI	PDE4DIP	-0.7755	0.01333	0.3328	-2.475
CD4_T_cell	UC_R	I	NI	AC245297.3	-0.6048	0.01818	0.2413	-2.362
CD4_T_cell	UC_R	I	NI	NOTCH2NLC	0.004137	0.9933	1	0.008338
CD4_T_cell	UC_R	I	NI	OTUD7B	0.07767	0.8315	1	0.2128
CD4_T_cell	UC_R	I	NI	VPS45	-0.01688	0.9519	1	-0.06027
CD4_T_cell	UC_R	I	NI	PLEKHO1	-0.2895	0.5265	1	-0.6334
CD4_T_cell	UC_R	I	NI	ANP32E	0.1727	0.6913	1	0.3971
CD4_T_cell	UC_R	I	NI	MRPS21	-0.8676	0.03625	0.7253	-2.094
CD4_T_cell	UC_R	I	NI	PRPF3	-0.07049	0.8168	1	-0.2317
CD4_T_cell	UC_R	I	NI	RPRD2	0.09587	0.615	0.8653	0.5029
CD4_T_cell	UC_R	I	NI	ADAMTSL4-AS1	0.2607	0.4194	1	0.8075
CD4_T_cell	UC_R	I	NI	MCL1	-0.1559	0.5897	0.9051	-0.5393
CD4_T_cell	UC_R	I	NI	ENSA	0.3024	0.2191	1	1.229
CD4_T_cell	UC_R	I	NI	GOLPH3L	0.2658	0.471	1	0.7209
CD4_T_cell	UC_R	I	NI	CTSS	-1.1	0.07556	0.661	-1.777
CD4_T_cell	UC_R	I	NI	ARNT	0.06359	0.8356	1	0.2075
CD4_T_cell	UC_R	I	NI	SETDB1	0.4838	0.182	0.8052	1.335
CD4_T_cell	UC_R	I	NI	C1orf56	-2.223	0.01041	0.2956	-2.562
CD4_T_cell	UC_R	I	NI	CDC42SE1	-0.9281	0.01089	0.3024	-2.546
CD4_T_cell	UC_R	I	NI	GABPB2	-0.04892	0.8728	1	-0.1602
CD4_T_cell	UC_R	I	NI	PIP5K1A	0.04679	0.8613	1	0.1747
CD4_T_cell	UC_R	I	NI	PSMD4	-0.6666	0.2034	1	-1.272
CD4_T_cell	UC_R	I	NI	PI4KB	0.1987	0.6226	1	0.4921
CD4_T_cell	UC_R	I	NI	POGZ	-0.01979	0.9339	0.9009	-0.08289
CD4_T_cell	UC_R	I	NI	SNX27	0.3616	0.2124	1	1.247
CD4_T_cell	UC_R	I	NI	THEM4	-0.5031	0.168	0.7887	-1.379
CD4_T_cell	UC_R	I	NI	S100A10	-4.203	0.02388	0.459	-2.259
CD4_T_cell	UC_R	I	NI	S100A11	-2.072	0.01439	0.3794	-2.447
CD4_T_cell	UC_R	I	NI	S100A6	-5.147	0.03418	0.5387	-2.118
CD4_T_cell	UC_R	I	NI	S100A4	-1.597	0.0462	0.5586	-1.994
CD4_T_cell	UC_R	I	NI	CHTOP	0.4732	0.2256	0.8546	1.212
CD4_T_cell	UC_R	I	NI	INTS3	0.3989	0.3814	1	0.8753
CD4_T_cell	UC_R	I	NI	GATAD2B	0.2479	0.2341	0.6552	1.19
CD4_T_cell	UC_R	I	NI	DENND4B	0.3262	0.4787	1	0.7084
CD4_T_cell	UC_R	I	NI	JTB	-0.6977	0.1594	0.8213	-1.407
CD4_T_cell	UC_R	I	NI	RPS27	-1.873	0.01184	0.1982	-2.517
CD4_T_cell	UC_R	I	NI	TPM3	-0.1931	0.5148	0.8788	-0.6514
CD4_T_cell	UC_R	I	NI	C1orf43	-0.4155	0.2615	1	-1.123
CD4_T_cell	UC_R	I	NI	UBAP2L	-0.08143	0.7926	1	-0.2629
CD4_T_cell	UC_R	I	NI	HAX1	-0.2389	0.6051	1	-0.5171
CD4_T_cell	UC_R	I	NI	ATP8B2	-0.1497	0.6641	1	-0.4343
CD4_T_cell	UC_R	I	NI	IL6R	-0.08388	0.7704	0.9104	-0.2918
CD4_T_cell	UC_R	I	NI	ADAR	0.06675	0.8277	1	0.2177
CD4_T_cell	UC_R	I	NI	PBXIP1	-0.3303	0.2586	0.8258	-1.13
CD4_T_cell	UC_R	I	NI	KRTCAP2	-2.006	0.00139	0.1351	-3.197
CD4_T_cell	UC_R	I	NI	SCAMP3	-0.4809	0.3	0.8938	-1.037
CD4_T_cell	UC_R	I	NI	CLK2	-0.2497	0.5704	1	-0.5675
CD4_T_cell	UC_R	I	NI	FDPS	-0.1326	0.7702	1	-0.2921
CD4_T_cell	UC_R	I	NI	ASH1L	0.1261	0.4012	0.6964	0.8394
CD4_T_cell	UC_R	I	NI	YY1AP1	0.07111	0.8289	1	0.2161
CD4_T_cell	UC_R	I	NI	DAP3	0.07728	0.7886	1	0.2681
CD4_T_cell	UC_R	I	NI	GON4L	0.102	0.6363	0.9286	0.4729
CD4_T_cell	UC_R	I	NI	KHDC4	0.05852	0.8685	1	0.1656
CD4_T_cell	UC_R	I	NI	ARHGEF2	0.4054	0.3319	0.9412	0.9703
CD4_T_cell	UC_R	I	NI	SSR2	-0.2098	0.6892	1	-0.3999
CD4_T_cell	UC_R	I	NI	PMF1	0.4259	0.2612	1	1.123
CD4_T_cell	UC_R	I	NI	SMG5	0.5855	0.1833	0.8359	1.331
CD4_T_cell	UC_R	I	NI	CCT3	-0.2654	0.5865	1	-0.5439
CD4_T_cell	UC_R	I	NI	MEF2D	0.4527	0.2901	1	1.058
CD4_T_cell	UC_R	I	NI	PRCC	0.4628	0.284	1	1.071
CD4_T_cell	UC_R	I	NI	FCRL3	-0.04239	0.9518	1	-0.06045
CD4_T_cell	UC_R	I	NI	PYHIN1	0.04931	0.7968	0.8855	0.2574
CD4_T_cell	UC_R	I	NI	IFI16	-0.2265	0.2063	0.6447	-1.264
CD4_T_cell	UC_R	I	NI	TAGLN2	-0.7192	0.2028	0.8567	-1.274
CD4_T_cell	UC_R	I	NI	DCAF8	-0.1832	0.5186	1	-0.6455
CD4_T_cell	UC_R	I	NI	COPA	-0.09331	0.7433	1	-0.3275
CD4_T_cell	UC_R	I	NI	SLAMF6	-0.3913	0.3137	0.7145	-1.008
CD4_T_cell	UC_R	I	NI	CD84	-0.2222	0.4072	0.7997	-0.8288
CD4_T_cell	UC_R	I	NI	SLAMF1	0.3795	0.2218	0.6595	1.222
CD4_T_cell	UC_R	I	NI	AL121985.1	0.7198	0.0916	0.9255	1.687
CD4_T_cell	UC_R	I	NI	CD48	-0.5726	0.08678	0.5617	-1.713
CD4_T_cell	UC_R	I	NI	LY9	-0.1504	0.5993	1	-0.5254
CD4_T_cell	UC_R	I	NI	TSTD1	-1.097	0.09305	0.717	-1.68
CD4_T_cell	UC_R	I	NI	ARHGAP30	-0.3812	0.1876	0.8085	-1.318
CD4_T_cell	UC_R	I	NI	PFDN2	0.1034	0.8293	1	0.2156
CD4_T_cell	UC_R	I	NI	NDUFS2	-0.7144	0.2386	0.8901	-1.179
CD4_T_cell	UC_R	I	NI	SDHC	-0.1357	0.7373	1	-0.3354
CD4_T_cell	UC_R	I	NI	ATF6	-0.141	0.4714	0.823	-0.7202
CD4_T_cell	UC_R	I	NI	UHMK1	-0.4473	0.1324	0.7459	-1.505
CD4_T_cell	UC_R	I	NI	HSD17B7	0.981	0.06905	0.6026	1.818
CD4_T_cell	UC_R	I	NI	MGST3	0.03783	0.9422	1	0.07256
CD4_T_cell	UC_R	I	NI	ALDH9A1	-0.3525	0.4987	1	-0.6765
CD4_T_cell	UC_R	I	NI	TMCO1	0.07134	0.817	1	0.2314
CD4_T_cell	UC_R	I	NI	POGK	0.02393	0.965	1	0.04392
CD4_T_cell	UC_R	I	NI	POU2F1	0.3223	0.1692	0.6354	1.375
CD4_T_cell	UC_R	I	NI	CD247	-0.04657	0.8294	0.8938	-0.2155
CD4_T_cell	UC_R	I	NI	RCSD1	-0.3082	0.2755	0.6779	-1.09
CD4_T_cell	UC_R	I	NI	DCAF6	-0.007802	0.9708	1	-0.03659
CD4_T_cell	UC_R	I	NI	TIPRL	0.1909	0.6007	1	0.5234
CD4_T_cell	UC_R	I	NI	SFT2D2	0.08358	0.7866	1	0.2708
CD4_T_cell	UC_R	I	NI	NME7	0.257	0.4427	1	0.7677
CD4_T_cell	UC_R	I	NI	BLZF1	0.2662	0.4576	1	0.7427
CD4_T_cell	UC_R	I	NI	F5	1.338	0.08873	0.7221	1.702
CD4_T_cell	UC_R	I	NI	C1orf112	-0.5922	0.15	0.9261	-1.44
CD4_T_cell	UC_R	I	NI	SELL	-0.9757	0.04076	0.4038	-2.046
CD4_T_cell	UC_R	I	NI	SCYL3	0.2285	0.533	1	0.6234
CD4_T_cell	UC_R	I	NI	KIFAP3	0.2778	0.29	0.8444	1.058
CD4_T_cell	UC_R	I	NI	PRRC2C	-0.0626	0.6585	0.8451	-0.4419
CD4_T_cell	UC_R	I	NI	VAMP4	-0.2388	0.5524	1	-0.5942
CD4_T_cell	UC_R	I	NI	DNM3	-0.7761	0.1192	0.7437	-1.558
CD4_T_cell	UC_R	I	NI	PIGC	-1.072	0.02558	0.6642	-2.232
CD4_T_cell	UC_R	I	NI	SUCO	-0.1428	0.5397	0.8414	-0.6133
CD4_T_cell	UC_R	I	NI	AL645568.1	-0.2355	0.2689	0.7181	-1.106
CD4_T_cell	UC_R	I	NI	PRDX6	-0.8006	0.1264	0.7745	-1.529
CD4_T_cell	UC_R	I	NI	KLHL20	0.4466	0.063	0.4909	1.859
CD4_T_cell	UC_R	I	NI	GAS5	-1.023	0.004591	0.363	-2.834
CD4_T_cell	UC_R	I	NI	ZBTB37	0.3725	0.2936	1	1.05
CD4_T_cell	UC_R	I	NI	RC3H1	0.06941	0.7265	0.8637	0.3497
CD4_T_cell	UC_R	I	NI	RABGAP1L	0.1464	0.3825	0.7867	0.8732
CD4_T_cell	UC_R	I	NI	CACYBP	-0.2737	0.5748	1	-0.561
CD4_T_cell	UC_R	I	NI	KIAA0040	-0.3791	0.3222	1	-0.99
CD4_T_cell	UC_R	I	NI	COP1	-0.04291	0.7753	0.8776	-0.2854
CD4_T_cell	UC_R	I	NI	RALGPS2	-0.4158	0.2347	0.8162	-1.188
CD4_T_cell	UC_R	I	NI	FAM20B	0.2409	0.4925	1	0.6863
CD4_T_cell	UC_R	I	NI	ABL2	-0.3917	0.1056	0.7569	-1.618
CD4_T_cell	UC_R	I	NI	SOAT1	0.438	0.1375	0.7546	1.485
CD4_T_cell	UC_R	I	NI	TOR1AIP2	0.05911	0.8646	1	0.1705
CD4_T_cell	UC_R	I	NI	TOR1AIP1	-0.1209	0.681	1	-0.4111
CD4_T_cell	UC_R	I	NI	CEP350	0.09219	0.5331	0.8184	0.6232
CD4_T_cell	UC_R	I	NI	ACBD6	-0.01465	0.9524	0.9033	-0.05975
CD4_T_cell	UC_R	I	NI	XPR1	-0.06365	0.7664	0.8751	-0.2971
CD4_T_cell	UC_R	I	NI	STX6	-0.2079	0.5402	1	-0.6125
CD4_T_cell	UC_R	I	NI	MR1	0.03539	0.9196	1	0.1009
CD4_T_cell	UC_R	I	NI	RNASEL	-0.04691	0.9215	1	-0.09852
CD4_T_cell	UC_R	I	NI	DHX9	0.08091	0.7338	0.8558	0.3401
CD4_T_cell	UC_R	I	NI	SMG7	0.05437	0.8058	0.8258	0.2458
CD4_T_cell	UC_R	I	NI	ARPC5	-0.4064	0.2344	0.7425	-1.189
CD4_T_cell	UC_R	I	NI	TSEN15	-0.2297	0.5728	1	-0.5639
CD4_T_cell	UC_R	I	NI	EDEM3	0.2495	0.3614	0.8213	0.9127
CD4_T_cell	UC_R	I	NI	NIBAN1	0.4934	0.4592	0.7887	0.7402
CD4_T_cell	UC_R	I	NI	RNF2	-0.1749	0.6255	1	-0.4881
CD4_T_cell	UC_R	I	NI	TRMT1L	0.05816	0.8673	1	0.1671
CD4_T_cell	UC_R	I	NI	SWT1	-0.09043	0.8048	1	-0.2471
CD4_T_cell	UC_R	I	NI	IVNS1ABP	0.06824	0.7979	1	0.2561
CD4_T_cell	UC_R	I	NI	TPR	0.1016	0.6827	0.8031	0.4087
CD4_T_cell	UC_R	I	NI	ODR4	-0.1728	0.6013	1	-0.5226
CD4_T_cell	UC_R	I	NI	ERVMER61-1	-0.1742	0.7443	1	-0.3262
CD4_T_cell	UC_R	I	NI	RGS1	-1.583	0.03403	0.4895	-2.12
CD4_T_cell	UC_R	I	NI	UCHL5	0.09406	0.7637	1	0.3007
CD4_T_cell	UC_R	I	NI	RO60	-0.4348	0.198	1	-1.287
CD4_T_cell	UC_R	I	NI	CDC73	0.1775	0.4058	0.6978	0.8313
CD4_T_cell	UC_R	I	NI	AL138778.1	-0.4219	0.4127	1	-0.8192
CD4_T_cell	UC_R	I	NI	AL136456.1	1.022	0.1186	0.5742	1.561
CD4_T_cell	UC_R	I	NI	ZBTB41	0.05255	0.9001	1	0.1256
CD4_T_cell	UC_R	I	NI	DENND1B	0.161	0.4715	0.796	0.72
CD4_T_cell	UC_R	I	NI	NEK7	0.07121	0.689	0.8414	0.4002
CD4_T_cell	UC_R	I	NI	AL450352.1	0.8773	0.06664	0.4039	1.834
CD4_T_cell	UC_R	I	NI	PTPRC	-0.1151	0.51	0.8324	-0.6588
CD4_T_cell	UC_R	I	NI	AL157402.2	-0.2169	0.7217	1	-0.3562
CD4_T_cell	UC_R	I	NI	MIR181A1HG	0.3354	0.3253	0.7237	0.9836
CD4_T_cell	UC_R	I	NI	LINC00862	0.4007	0.4825	1	0.7023
CD4_T_cell	UC_R	I	NI	ZNF281	0.1327	0.7944	1	0.2605
CD4_T_cell	UC_R	I	NI	DDX59	0.06905	0.8542	1	0.1838
CD4_T_cell	UC_R	I	NI	KIF21B	-0.2268	0.6479	1	-0.4567
CD4_T_cell	UC_R	I	NI	AC096677.1	-0.5308	0.3052	0.895	-1.025
CD4_T_cell	UC_R	I	NI	IPO9	0.3081	0.3113	0.8591	1.012
CD4_T_cell	UC_R	I	NI	PTPN7	0.4915	0.1865	1	1.321
CD4_T_cell	UC_R	I	NI	PPP1R12B	0.2535	0.2719	0.6307	1.099
CD4_T_cell	UC_R	I	NI	KDM5B	0.57	0.1026	0.5912	1.632
CD4_T_cell	UC_R	I	NI	KLHL12	0.4766	0.3018	0.8938	1.033
CD4_T_cell	UC_R	I	NI	TMEM183A	-0.8812	0.09206	0.7284	-1.685
CD4_T_cell	UC_R	I	NI	BTG2	0.5891	0.2818	1	1.076
CD4_T_cell	UC_R	I	NI	ATP2B4	0.2863	0.2617	0.6246	1.122
CD4_T_cell	UC_R	I	NI	LAX1	0.4625	0.196	0.8213	1.293
CD4_T_cell	UC_R	I	NI	PPP1R15B	0.2133	0.5736	1	0.5627
CD4_T_cell	UC_R	I	NI	MDM4	-0.1005	0.5856	0.8258	-0.5453
CD4_T_cell	UC_R	I	NI	RBBP5	-0.444	0.3116	0.8753	-1.012
CD4_T_cell	UC_R	I	NI	DSTYK	-0.01741	0.9595	1	-0.05072
CD4_T_cell	UC_R	I	NI	ELK4	-0.2244	0.4652	1	-0.7304
CD4_T_cell	UC_R	I	NI	NUCKS1	-0.276	0.2071	0.6749	-1.261
CD4_T_cell	UC_R	I	NI	RAB29	-0.5231	0.2535	0.9101	-1.142
CD4_T_cell	UC_R	I	NI	AC119673.2	2.066	0.1416	0.7573	1.47
CD4_T_cell	UC_R	I	NI	SRGAP2	0.1316	0.7453	1	0.3248
CD4_T_cell	UC_R	I	NI	IKBKE	0.09234	0.807	1	0.2442
CD4_T_cell	UC_R	I	NI	RASSF5	0.07435	0.7968	1	0.2575
CD4_T_cell	UC_R	I	NI	MAPKAPK2	0.3918	0.4254	1	0.7971
CD4_T_cell	UC_R	I	NI	FCMR	-0.5001	0.03619	0.3525	-2.095
CD4_T_cell	UC_R	I	NI	PIGR	-6.007	0.3036	1	-1.029
CD4_T_cell	UC_R	I	NI	CD55	-0.613	0.2366	1	-1.183
CD4_T_cell	UC_R	I	NI	CD46	0.2394	0.2034	0.7103	1.272
CD4_T_cell	UC_R	I	NI	MIR29B2CHG	-0.06837	0.7856	1	-0.2721
CD4_T_cell	UC_R	I	NI	TRAF3IP3	0.001192	0.9964	0.9153	0.004522
CD4_T_cell	UC_R	I	NI	UTP25	0.1668	0.7438	1	0.3269
CD4_T_cell	UC_R	I	NI	HHAT	0.2326	0.6138	1	0.5047
CD4_T_cell	UC_R	I	NI	RCOR3	0.422	0.02418	0.2702	2.254
CD4_T_cell	UC_R	I	NI	TRAF5	-0.1912	0.4302	0.7745	-0.7888
CD4_T_cell	UC_R	I	NI	LINC00467	0.2581	0.5414	1	0.6106
CD4_T_cell	UC_R	I	NI	LPGAT1	-0.1888	0.542	1	-0.6098
CD4_T_cell	UC_R	I	NI	INTS7	0.6382	0.09048	0.6755	1.693
CD4_T_cell	UC_R	I	NI	PPP2R5A	0.2762	0.1863	0.6214	1.322
CD4_T_cell	UC_R	I	NI	NSL1	0.04215	0.9029	1	0.122
CD4_T_cell	UC_R	I	NI	TATDN3	-0.3143	0.5165	1	-0.6488
CD4_T_cell	UC_R	I	NI	FLVCR1	0.4992	0.2221	1	1.221
CD4_T_cell	UC_R	I	NI	ANGEL2	-0.1518	0.5887	0.9045	-0.5407
CD4_T_cell	UC_R	I	NI	RPS6KC1	0.1809	0.4596	0.7739	0.7396
CD4_T_cell	UC_R	I	NI	SMYD2	0.3625	0.3357	1	0.9628
CD4_T_cell	UC_R	I	NI	GPATCH2	0.07532	0.7735	0.8764	0.2878
CD4_T_cell	UC_R	I	NI	RRP15	-0.01571	0.9706	1	-0.03689
CD4_T_cell	UC_R	I	NI	LYPLAL1	-0.1244	0.6684	1	-0.4284
CD4_T_cell	UC_R	I	NI	EPRS	-0.0432	0.8984	1	-0.1277
CD4_T_cell	UC_R	I	NI	IARS2	0.1115	0.751	1	0.3173
CD4_T_cell	UC_R	I	NI	RAB3GAP2	0.06405	0.7592	0.8602	0.3065
CD4_T_cell	UC_R	I	NI	DUSP10	0.05935	0.9235	1	0.09598
CD4_T_cell	UC_R	I	NI	MIA3	0.4152	0.196	1	1.293
CD4_T_cell	UC_R	I	NI	AIDA	0.1238	0.7312	1	0.3435
CD4_T_cell	UC_R	I	NI	BROX	-0.3077	0.3406	0.9231	-0.9529
CD4_T_cell	UC_R	I	NI	AL392172.1	-0.7367	0.09287	0.6787	-1.68
CD4_T_cell	UC_R	I	NI	DISP1	-0.4654	0.1564	0.6682	-1.417
CD4_T_cell	UC_R	I	NI	SUSD4	-0.02841	0.9587	1	-0.05174
CD4_T_cell	UC_R	I	NI	CAPN2	0.91	0.03845	0.5387	2.07
CD4_T_cell	UC_R	I	NI	TP53BP2	-0.5154	0.1579	0.9442	-1.412
CD4_T_cell	UC_R	I	NI	FBXO28	0.1814	0.459	1	0.7404
CD4_T_cell	UC_R	I	NI	DEGS1	0.05117	0.9075	1	0.1162
CD4_T_cell	UC_R	I	NI	NVL	-0.1348	0.6269	1	-0.4861
CD4_T_cell	UC_R	I	NI	CNIH4	-0.3734	0.379	1	-0.8797
CD4_T_cell	UC_R	I	NI	WDR26	0.3615	0.09265	0.4876	1.682
CD4_T_cell	UC_R	I	NI	CNIH3	-0.09647	0.85	1	-0.1892
CD4_T_cell	UC_R	I	NI	LBR	0.08905	0.7759	1	0.2847
CD4_T_cell	UC_R	I	NI	SRP9	-0.7842	0.01917	0.3907	-2.342
CD4_T_cell	UC_R	I	NI	AL591895.1	-0.4049	0.4429	0.9876	-0.7672
CD4_T_cell	UC_R	I	NI	TMEM63A	-0.3809	0.1924	1	-1.304
CD4_T_cell	UC_R	I	NI	H3F3A	-1.468	0.006637	0.6105	-2.715
CD4_T_cell	UC_R	I	NI	ACBD3	0.2388	0.5083	1	0.6614
CD4_T_cell	UC_R	I	NI	PARP1	-0.4165	0.2435	1	-1.166
CD4_T_cell	UC_R	I	NI	ITPKB	-0.00335	0.9882	0.938	-0.01479
CD4_T_cell	UC_R	I	NI	ZNF678	0.1061	0.727	1	0.3491
CD4_T_cell	UC_R	I	NI	ARF1	-0.0376	0.9353	1	-0.08115
CD4_T_cell	UC_R	I	NI	OBSCN	-0.3955	0.3292	0.9384	-0.9758
CD4_T_cell	UC_R	I	NI	RAB4A	0.2729	0.5481	1	0.6006
CD4_T_cell	UC_R	I	NI	NUP133	0.05223	0.8819	1	0.1486
CD4_T_cell	UC_R	I	NI	ABCB10	0.2282	0.5148	1	0.6514
CD4_T_cell	UC_R	I	NI	GALNT2	0.4421	0.1297	0.6976	1.515
CD4_T_cell	UC_R	I	NI	COG2	0.04724	0.8797	1	0.1513
CD4_T_cell	UC_R	I	NI	TTC13	-0.03485	0.8643	0.9009	-0.1709
CD4_T_cell	UC_R	I	NI	ARV1	0.5442	0.2393	0.8258	1.177
CD4_T_cell	UC_R	I	NI	C1orf131	-0.3372	0.4328	1	-0.7843
CD4_T_cell	UC_R	I	NI	GNPAT	-0.4902	0.1132	0.7331	-1.584
CD4_T_cell	UC_R	I	NI	EGLN1	0.07402	0.8158	1	0.2329
CD4_T_cell	UC_R	I	NI	TSNAX	0.07636	0.8112	1	0.2388
CD4_T_cell	UC_R	I	NI	DISC1	-0.6498	0.003996	0.1294	-2.878
CD4_T_cell	UC_R	I	NI	NTPCR	-0.123	0.8081	1	-0.2429
CD4_T_cell	UC_R	I	NI	PCNX2	0.2024	0.4247	0.758	0.7983
CD4_T_cell	UC_R	I	NI	TARBP1	0.5249	0.1071	0.5972	1.611
CD4_T_cell	UC_R	I	NI	IRF2BP2	-0.7	0.09314	0.8938	-1.679
CD4_T_cell	UC_R	I	NI	TOMM20	-0.4312	0.201	1	-1.279
CD4_T_cell	UC_R	I	NI	ARID4B	0.007097	0.9615	1	0.04825
CD4_T_cell	UC_R	I	NI	TBCE	-0.3584	0.4586	1	-0.7412
CD4_T_cell	UC_R	I	NI	LYST	0.5187	0.09393	0.5272	1.675
CD4_T_cell	UC_R	I	NI	GPR137B	0.09256	0.8144	1	0.2348
CD4_T_cell	UC_R	I	NI	ERO1B	0.05726	0.8431	1	0.1979
CD4_T_cell	UC_R	I	NI	LGALS8	0.1496	0.6765	1	0.4173
CD4_T_cell	UC_R	I	NI	HEATR1	0.6638	0.02492	0.4838	2.243
CD4_T_cell	UC_R	I	NI	MTR	-0.1763	0.3515	0.6778	-0.9318
CD4_T_cell	UC_R	I	NI	CHRM3	-2.408	7.14e-05	0.0547	-3.972
CD4_T_cell	UC_R	I	NI	CHRM3-AS2	-0.3958	0.2709	0.6865	-1.101
CD4_T_cell	UC_R	I	NI	CEP170	-0.03312	0.9085	1	-0.1149
CD4_T_cell	UC_R	I	NI	SDCCAG8	0.119	0.5247	0.8144	0.6361
CD4_T_cell	UC_R	I	NI	AKT3	-0.3367	0.09958	0.4354	-1.647
CD4_T_cell	UC_R	I	NI	ZBTB18	-0.5525	0.3376	1	-0.959
CD4_T_cell	UC_R	I	NI	AL645465.1	-0.4899	0.2524	1	-1.145
CD4_T_cell	UC_R	I	NI	ADSS	-0.1173	0.6594	0.9408	-0.4407
CD4_T_cell	UC_R	I	NI	DESI2	0.4157	0.255	0.8602	1.138
CD4_T_cell	UC_R	I	NI	COX20	0.06607	0.8917	1	0.1361
CD4_T_cell	UC_R	I	NI	HNRNPU	-0.0473	0.7735	0.8764	-0.2878
